SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Economically Disadvantaged","N/A","N/A","N/A","N/A","<3","<3","10","3","10","13","N/A","N/A","N/A","N/A","<=50%","<=50%",">=50%","<=50%",">=50%","3096.8000000000000000","12.6000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Not Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","ELA","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Economically Disadvantaged","N/A","N/A","N/A","N/A","<3","*","5","8","5","13","N/A","N/A","N/A","N/A","<=50%","<=50%","<=50%",">=50%","<=50%","3104.3000000000000000","11.9000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","ELA","Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","<3","*","<3","13","N/A","N/A","N/A","N/A",">=50%","<=50%","<=50%",">=50%","<=50%","3193.3000000000000000","29.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","ELA","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Mathematics","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","ELA","Not Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Male","N/A","N/A","N/A","N/A","<3","*","6","5","6","11","N/A","N/A","N/A","N/A","<=50%","<=50%",">=50%","<=50%",">=50%","3102.0000000000000000","13.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","ELA","All Students","N/A","N/A","N/A","N/A","*","*","<3","*","<3","15","N/A","N/A","N/A","N/A",">=50%","<=50%","<=50%",">=50%","<=50%","3191.7000000000000000","29.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","N/A","N/A","N/A","N/A","<3","*","7","8","7","15","N/A","N/A","N/A","N/A","<=50%","<=50%","<=50%",">=50%","<=50%","3102.5000000000000000","12.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","00000","All Buildings","82","Wayne","LEA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","All Students","N/A","N/A","N/A","N/A","<3","<3","11","4","11","15","N/A","N/A","N/A","N/A","<=50%","<=50%",">=50%","<=50%",">=50%","3095.9000000000000000","13.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","All Students","N/A","N/A","N/A","N/A","*","*","<3","*","<3","11","N/A","N/A","N/A","N/A",">=50%","<=50%","<=50%",">=50%","<=50%","3186.8000000000000000","24.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Hispanic of Any Race","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","N/A","N/A","N/A","N/A","<3","*","7","4","7","11","N/A","N/A","N/A","N/A","<=50%","<=50%",">=50%","<=50%",">=50%","3099.5000000000000000","12.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Not English Learners","N/A","N/A","N/A","N/A","*","*","<3","*","<3","11","N/A","N/A","N/A","N/A",">=50%","<=50%","<=50%",">=50%","<=50%","3186.8000000000000000","24.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Male","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Not Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Not Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Male","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not English Learners","N/A","N/A","N/A","N/A","<3","<3","8","3","8","11","N/A","N/A","N/A","N/A","<=50%","<=50%",">=50%","<=50%",">=50%","3097.0000000000000000","14.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","All Students","N/A","N/A","N/A","N/A","<3","<3","8","3","8","11","N/A","N/A","N/A","N/A","<=50%","<=50%",">=50%","<=50%",">=50%","3097.0000000000000000","14.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Hispanic of Any Race","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Hispanic of Any Race","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","All Students","N/A","N/A","N/A","N/A","4","4","3","8","3","11","N/A","N/A","N/A","N/A","<=50%","<=50%","<=50%",">=50%","<=50%","3172.9000000000000000","32.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Hispanic of Any Race","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Not Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Male","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Not English Learners","N/A","N/A","N/A","N/A","<3","*","7","4","7","11","N/A","N/A","N/A","N/A","<=50%","<=50%",">=50%","<=50%",">=50%","3099.5000000000000000","12.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Not English Learners","N/A","N/A","N/A","N/A","4","4","3","8","3","11","N/A","N/A","N/A","N/A","<=50%","<=50%","<=50%",">=50%","<=50%","3172.9000000000000000","32.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","01950","John Glenn High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Economically Disadvantaged","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","All Students","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Not English Learners","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Male","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Mathematics","Male","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Not English Learners","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Not English Learners","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","White","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","MI-Access","FI","82","Wayne RESA","82160","Wayne-Westland Community School District","04407","Wayne Memorial High School","82","Wayne","LEA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","ELA","Black or African American","N/A","N/A","N/A","N/A","*","*","*","*","*","<10","N/A","N/A","N/A","N/A","*","*","*","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
